iter	MultiClass
248	0.005869974912
249	0.005853658706
250	0.005831923622
251	0.005787646932
252	0.005762815489
253	0.005729899813
254	0.005691653605
255	0.005673737989
256	0.005656492126
257	0.005609299332
258	0.005550531195
259	0.005507112754
260	0.005500513357
261	0.005453536233
262	0.005436165033
263	0.005430368806
264	0.005424212001
265	0.005407922247
266	0.005353867203
267	0.005338941795
268	0.005289240902
269	0.005283179018
270	0.005246705806
271	0.005233627115
272	0.00516734961
273	0.005153583391
274	0.005094080726
275	0.005088983904
276	0.005073306988
277	0.005025956956
278	0.004985649192
279	0.004971733879
280	0.004924690199
281	0.004886907742
282	0.004874153994
283	0.004860713903
284	0.004826785819
285	0.004814513507
286	0.004770800682
287	0.004758396188
288	0.004753835108
289	0.004741977664
290	0.004736180951
291	0.004683521357
292	0.004665131764
293	0.004653542402
294	0.004642241002
295	0.004631627668
296	0.004625887161
297	0.004621382066
298	0.004611106724
299	0.004576024312
300	0.004564620626
301	0.004532222636
302	0.004521660238
303	0.004485623507
304	0.004453378744
305	0.004413068066
306	0.004402716424
307	0.004377654771
308	0.004371810115
309	0.00435067348
310	0.004315815073
311	0.004305270703
312	0.004301368039
313	0.004290699191
314	0.00428094539
315	0.004276980304
316	0.004269044782
317	0.004241917022
318	0.004210425781
319	0.004190360866
320	0.004155313928
321	0.00414457111
322	0.004134980333
323	0.004125451665
324	0.004121237768
325	0.004103502914
326	0.004062986026
327	0.004053966054
328	0.004044077395
329	0.004030334604
330	0.004026934605
331	0.003994831961
332	0.003985535206
333	0.003981692517
334	0.003973890103
335	0.003952841193
336	0.00393025158
337	0.003921564926
338	0.003913681373
339	0.003905984351
340	0.003897979283
341	0.003868868775
342	0.003860938035
343	0.003852252046
344	0.003843766147
345	0.003840938711
346	0.003833622576
347	0.003810075015
348	0.003802341496
349	0.003794347122
350	0.003787416253
351	0.003784448253
352	0.003780487758
353	0.003747504251
354	0.003740307103
355	0.003733949492
356	0.003731250882
357	0.00371695672
358	0.003710341635
359	0.00370251622
360	0.003688300106
361	0.003685694084
362	0.003678953941
363	0.003654926676
364	0.003648120581
365	0.003635834241
366	0.003629283132
367	0.003598748869
368	0.003580824154
369	0.003560254648
370	0.003544592549
371	0.003523817471
372	0.003505379146
373	0.00349898622
374	0.003484048208
375	0.003470871632
376	0.003468204501
377	0.003439035508
378	0.003433225073
379	0.003411028237
380	0.003405506074
381	0.003403081028
382	0.003384909051
383	0.003365532441
384	0.003363135805
385	0.003357249666
386	0.003334691043
387	0.003329773131
388	0.003316628663
389	0.003310407823
390	0.003295628667
391	0.003292749448
392	0.003286574806
393	0.003281682653
394	0.003275144915
395	0.003257999944
396	0.003253458043
397	0.003233643945
398	0.003226747882
399	0.003221190862
400	0.003208583533
401	0.003203096363
402	0.003198948608
403	0.003193661488
404	0.00318884476
405	0.003183710681
406	0.003179710538
407	0.00315527624
408	0.003149338501
409	0.00314734616
410	0.00314415676
411	0.003139707317
412	0.003122443975
413	0.00311201349
414	0.003106794001
415	0.003091439101
416	0.003086965358
417	0.003080960121
418	0.003076853731
419	0.003062415664
420	0.003049479098
421	0.003035626317
422	0.003030910424
423	0.003025850847
424	0.003018316067
425	0.003014264025
426	0.002988859018
427	0.002970383494
428	0.00295732941
429	0.002938928585
430	0.002934285079
431	0.002920679794
432	0.002916323904
433	0.002912295969
434	0.002891282963
435	0.002887526842
436	0.002883350581
437	0.002878948796
438	0.002877092727
439	0.002864468812
440	0.002853482969
441	0.002837166027
442	0.00283298661
443	0.002829212333
444	0.002827356517
445	0.002823298056
446	0.002808408883
447	0.002806553544
448	0.002802504612
449	0.00279907839
450	0.002795178063
451	0.002779997568
452	0.002778361184
453	0.002766884642
454	0.002759636184
455	0.002757910844
456	0.002754338939
457	0.0027504987
458	0.00274892493
459	0.002745509231
460	0.002730536169
461	0.002713658306
462	0.002709975098
463	0.002698701784
464	0.002697156509
465	0.002685703138
466	0.002682884616
467	0.002671330687
468	0.00265807381
469	0.002647310308
470	0.00263819741
471	0.002635517777
472	0.002632309567
473	0.002630893086
474	0.002621376353
475	0.002617915966
476	0.002614746459
477	0.002613310477
478	0.002603097699
479	0.002600802001
480	0.002596638593
481	0.002593496483
482	0.002581085917
483	0.002566524607
484	0.002563749033
485	0.002554206672
486	0.00255135169
487	0.002548168716
488	0.002537961499
489	0.002525278463
490	0.002512898915
491	0.002503152185
492	0.002499880394
493	0.002496869055
494	0.002493897533
495	0.002483762058
496	0.002476475221
497	0.002473267936
498	0.002464143658
499	0.00245365931
500	0.002452358799
501	0.002435616555
502	0.002432411012
503	0.002429573885
504	0.002428242153
505	0.002425154384
506	0.002422255173
507	0.002419503641
508	0.002405595748
509	0.002404375484
510	0.002401239603
511	0.002388203477
512	0.002385440581
513	0.00238285185
514	0.002368836027
515	0.002358625303
516	0.002350652042
517	0.002337222853
518	0.002326113949
519	0.002323433555
520	0.002320781464
521	0.002309076607
522	0.002300986541
523	0.002293798857
524	0.002291340492
525	0.002288920921
526	0.002287661222
527	0.002285342965
528	0.002272975075
529	0.002270450832
530	0.002263504842
531	0.002261497928
532	0.002259963404
533	0.002249849215
534	0.00224814567
535	0.002245450747
536	0.002242578409
537	0.002233522292
538	0.002227480641
539	0.002225130739
540	0.002215172884
541	0.002212890101
542	0.002204185564
543	0.002194011553
544	0.00218881389
545	0.002179043665
546	0.002173358862
547	0.002172316314
548	0.002171223104
549	0.002161481649
550	0.002159459213
551	0.002148081152
552	0.002140760201
553	0.00213280297
554	0.002128331315
555	0.002126260293
556	0.002124049053
557	0.002121728652
558	0.002119556165
559	0.002118600141
560	0.002113827078
561	0.002104845174
562	0.00209685797
563	0.002089554818
564	0.002087597019
565	0.002085559818
566	0.002079211604
567	0.002071533493
568	0.002069575971
569	0.002067389765
570	0.0020646462
571	0.002059156094
572	0.002057032665
573	0.002048785719
574	0.002043000579
575	0.002041108331
576	0.002039894906
577	0.002037887147
578	0.002036006703
579	0.002033916326
580	0.00202624667
581	0.002019998039
582	0.002017908031
583	0.00201525763
584	0.002007758936
585	0.002005902278
586	0.001999063105
587	0.001991861264
588	0.001987475864
589	0.001985694402
590	0.001977794427
591	0.001969702284
592	0.001960326556
593	0.001958220399
594	0.001950915882
595	0.001945262984
596	0.0019402786
597	0.001937806523
598	0.001935836622
599	0.00193408332
600	0.001933037692
601	0.001932199144
602	0.00192665814
603	0.001924327331
604	0.001917822813
605	0.00191563452
606	0.001906777108
607	0.001905082885
608	0.001903427951
609	0.001898413019
610	0.00189419512
611	0.00189290309
612	0.001891290954
613	0.001882839846
614	0.001881043722
615	0.001875954088
616	0.001869036955
617	0.001867320692
618	0.001865484267
619	0.001863853794
620	0.001862201853
621	0.001860538428
622	0.001855492081
623	0.001853361266
624	0.001851789744
625	0.001844861524
626	0.001843946861
627	0.001842299925
628	0.00183653823
629	0.001835249738
630	0.001833374069
631	0.001831642286
632	0.00182671298
633	0.001825131742
634	0.00182076123
635	0.00181452791
636	0.001810908019
637	0.001809121581
638	0.001808400584
639	0.001800516744
640	0.001791210241
641	0.001789268861
642	0.001784606138
643	0.001782850535
644	0.001777817178
645	0.001776186269
646	0.001775477549
647	0.001773956927
648	0.001772833395
649	0.001764666289
650	0.001763215547
651	0.001761783293
652	0.001760833059
653	0.00176014493
654	0.001756856845
655	0.001756153994
656	0.001753173424
657	0.001749790083
658	0.00174206282
659	0.001735906511
660	0.001728674608
661	0.001727283026
662	0.001722124536
663	0.001718201315
664	0.001716802223
665	0.001715485197
666	0.001714042481
667	0.001708682689
668	0.001707068035
669	0.001700082413
670	0.001698601325
671	0.001694461173
672	0.001692871814
673	0.00168769389
674	0.001686329313
675	0.001681074407
676	0.001679402849
677	0.001675294545
678	0.001669673184
679	0.001668411859
680	0.001666929659
681	0.001665444165
682	0.001662419004
683	0.001655812329
684	0.001651866518
685	0.001650496317
686	0.00164911796
687	0.001648445519
688	0.001646446338
689	0.001641708404
690	0.001637806232
691	0.001636438692
692	0.001632276935
693	0.001631171087
694	0.001627150935
695	0.001624111395
696	0.001622901065
697	0.001621683055
698	0.001620289483
699	0.001618928451
700	0.001614687948
701	0.001613882176
702	0.001609912899
703	0.001609074397
704	0.001607371191
705	0.001606096614
706	0.001604853914
707	0.001603723877
708	0.001599289218
709	0.001598140931
710	0.001594130598
711	0.001589159498
712	0.001587948547
713	0.001583310894
714	0.001582067261
715	0.001577745234
716	0.001576660402
717	0.001576082992
718	0.001571019743
719	0.001569793768
720	0.001565190007
721	0.001564611322
722	0.00155986977
723	0.001557387763
724	0.001556253692
725	0.001551906877
726	0.001550631761
727	0.001546874677
728	0.001545787087
729	0.001544521614
730	0.00154348477
731	0.001540251015
732	0.001536322155
733	0.001532917711
734	0.001532355863
735	0.001531457653
736	0.001530286667
737	0.001526957285
738	0.001524755226
739	0.001523645159
740	0.001521369625
741	0.001519904122
742	0.001516998991
743	0.001513916759
744	0.001508437896
745	0.001502796238
746	0.001501716575
747	0.001498092247
748	0.001494823763
749	0.001493742005
750	0.001488856221
751	0.001487860828
752	0.001483020445
753	0.001481820474
754	0.001480738216
755	0.001479768505
756	0.001478527939
757	0.001478023937
758	0.001477513527
759	0.001476302987
760	0.001471168027
761	0.001470123631
762	0.001469126768
763	0.001468633362
764	0.001463941022
765	0.00146104984
766	0.001459933679
767	0.001456692634
768	0.001455360736
769	0.001454487164
770	0.001450885195
771	0.001449667524
772	0.001448739131
773	0.001445573348
774	0.001444617985
775	0.001440755753
776	0.001440294006
777	0.001436633324
778	0.001433594041
779	0.001430492701
780	0.001429475926
781	0.001425007009
782	0.001421581264
783	0.001420544294
784	0.001419648147
785	0.001418781015
786	0.001415428044
787	0.001412372092
788	0.001411484289
789	0.001410231537
790	0.001409766959
791	0.001408891954
792	0.001407788617
793	0.001403726027
794	0.001402749265
795	0.001400111396
796	0.001399147942
797	0.001398080751
798	0.001397628755
799	0.001396159986
800	0.001392531306
801	0.001389751315
802	0.001384912399
803	0.00138396558
804	0.001383481378
805	0.001382979256
806	0.001381972352
807	0.001379502255
808	0.001374375006
809	0.001373938866
810	0.001372893177
811	0.001368430368
812	0.001365263276
813	0.00136278065
814	0.001359316468
815	0.001355955225
816	0.001353811849
817	0.001353022043
818	0.001350111207
819	0.001347155729
820	0.001346633214
821	0.001346010117
822	0.001345186963
823	0.001340907039
824	0.001338339521
825	0.001334329672
826	0.00133218246
827	0.001331488021
828	0.001329703904
829	0.001328843729
830	0.001327984035
831	0.001327117834
832	0.001326718503
833	0.001322811577
834	0.001319562586
835	0.001318159094
836	0.001317772421
837	0.001317017973
838	0.001316163907
839	0.001313432701
840	0.001310550176
841	0.00130982752
842	0.00130664996
843	0.001305977038
844	0.001303120981
845	0.001302722347
846	0.001301471939
847	0.00129834667
848	0.001297486453
849	0.001295111212
850	0.001294252101
851	0.001293450845
852	0.001291788943
853	0.001289608255
854	0.001287894062
855	0.001285327425
856	0.001283316576
857	0.001282934733
858	0.001282260038
859	0.001281494835
860	0.001280729881
861	0.001279937443
862	0.001279261717
863	0.001277645977
864	0.001276951514
865	0.001273095737
866	0.001272324045
867	0.001271429401
868	0.001268336882
869	0.001265650783
870	0.001262979472
871	0.001261986293
872	0.001261231605
873	0.001260182879
874	0.001259335508
875	0.001258499964
876	0.00125634266
877	0.001254370288
878	0.001253635713
879	0.001251403769
880	0.00124848337
881	0.001247694697
882	0.001245930371
883	0.00124557647
884	0.001245209648
885	0.001244573628
886	0.001242292038
887	0.00123942599
888	0.001236889415
889	0.00123612823
890	0.00123352769
891	0.001231017673
892	0.001228725608
893	0.001224820316
894	0.001224095045
895	0.001223278723
896	0.001221230244
897	0.00122055602
898	0.001217049928
899	0.001216419653
900	0.001215879332
901	0.001215529614
902	0.00121490239
903	0.001214182704
904	0.001213373174
905	0.001211373772
906	0.001210481454
907	0.00120804123
908	0.001204607524
909	0.001203886036
910	0.001200479164
911	0.001200142774
912	0.001197366405
913	0.00119499346
914	0.001193480251
915	0.00119271194
916	0.001192074411
917	0.001191694597
918	0.001188990287
919	0.001188255761
920	0.001186124612
921	0.001185452532
922	0.001184826646
923	0.001182728264
924	0.001182080874
925	0.001179420631
926	0.001176724266
927	0.001176080885
928	0.001175355802
929	0.001174083349
930	0.001173420317
931	0.001172677396
932	0.001171940178
933	0.001170004145
934	0.001166789697
935	0.001166087841
936	0.001165785614
937	0.001163050763
938	0.001162397714
939	0.001161748763
940	0.001160993278
941	0.001157828231
942	0.001157261348
943	0.001156946083
944	0.001155022295
945	0.00115320086
946	0.001150822847
947	0.001150514542
948	0.00114829296
949	0.001146089173
950	0.0011454434
951	0.001144823555
952	0.001144489624
953	0.001142304383
954	0.001139511669
955	0.00113869043
956	0.001138056922
957	0.00113396609
958	0.001131364727
959	0.001131066355
960	0.001129805276
961	0.001125927234
962	0.001122557498
963	0.001121837373
964	0.001121445896
965	0.001119468141
966	0.001118802983
967	0.001116473393
968	0.001114846076
969	0.001114042975
970	0.001111943515
971	0.001109836865
972	0.001109234817
973	0.001107503773
974	0.001105446493
975	0.001104955256
976	0.001104600341
977	0.001102294625
978	0.001101710775
979	0.001098425247
980	0.001096663669
981	0.001096130329
982	0.001095963973
983	0.001094397878
984	0.001092632141
985	0.001090965947
986	0.001088387991
987	0.001087837472
988	0.001087410858
989	0.001087133975
990	0.001086838737
991	0.001086528056
992	0.001084502756
993	0.001082518482
994	0.001081917178
995	0.00108034299
996	0.001077216382
997	0.001076426914
998	0.001075813339
999	0.001075206453
